RMS,Peak,Mean,STD,Energy,Label
0.80614,1.4154,0.026418,0.80611,650.5108,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62185,1,-0.031975,0.62134,387.0807,Sag
0.61421,1,-0.036299,0.61344,377.6327,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84786,1.5697,0.036228,0.84751,719.5867,Swell
0.86669,1.6369,0.040501,0.86618,751.9011,Swell
0.82656,1.492,0.031285,0.82638,683.8883,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60412,1,-0.043263,0.60287,365.3307,Sag
0.61432,1,-0.036234,0.61355,377.7629,Sag
0.7996,1.3904,0.024828,0.79961,639.9927,Swell
0.79154,1.3593,0.02285,0.7916,627.1576,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64102,1,-0.022933,0.64093,411.3223,Sag
0.81507,1.4492,0.028563,0.81498,665.009,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76317,1.2464,0.015668,0.76339,583.0167,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62534,1,-0.03017,0.62492,391.4358,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77646,1.3,0.019077,0.77661,603.4937,Swell
0.82011,1.468,0.029762,0.81998,673.2544,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64614,1,-0.020803,0.64613,417.9144,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78635,1.3391,0.021562,0.78644,618.9611,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62219,1,-0.031796,0.62168,387.5015,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63348,1,-0.026261,0.63325,401.6928,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76767,1.2647,0.01683,0.76787,589.9017,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77311,1.2866,0.018226,0.77328,598.3016,Swell
0.61659,1,-0.034886,0.61591,380.5673,Sag
0.7646,1.2522,0.016037,0.76481,585.1931,Swell
0.6092,1,-0.03952,0.60822,371.4949,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6209,1,-0.032482,0.62036,385.9008,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80359,1.4057,0.025799,0.80357,646.3968,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77865,1.3087,0.019631,0.77879,606.9037,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84156,1.5469,0.034778,0.84126,708.9265,Swell
0.61774,1,-0.034227,0.6171,381.9857,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.83487,1.5225,0.033228,0.83463,697.7075,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62457,1,-0.030559,0.62413,390.4762,Sag
0.63004,1,-0.027866,0.62974,397.3456,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.79274,1.364,0.023148,0.7928,629.0718,Swell
0.63032,1,-0.027732,0.63002,397.6998,Sag
0.78462,1.3323,0.021131,0.78473,616.2452,Swell
0.83311,1.5161,0.032818,0.83288,694.7685,Swell
0.77484,1.2935,0.018665,0.775,600.9762,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62648,1,-0.029596,0.62609,392.8695,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87013,1.649,0.041272,0.86959,757.8838,Swell
0.61746,1,-0.034386,0.61681,381.6408,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85443,1.5933,0.037728,0.85402,730.7796,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60648,1,-0.041454,0.60536,368.1806,Sag
0.62903,1,-0.02835,0.6287,396.0705,Sag
0.81431,1.4463,0.02838,0.81422,663.7576,Swell
0.62763,1,-0.029029,0.62727,394.3114,Sag
0.60316,1,-0.044051,0.60185,364.1647,Sag
0.60862,1,-0.039918,0.60761,370.7899,Sag
0.78911,1.3499,0.022249,0.78919,623.3219,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87703,1.6732,0.042812,0.87642,769.9464,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84196,1.5483,0.034871,0.84166,709.6029,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60995,1,-0.039014,0.609,372.4076,Sag
0.6101,1,-0.038911,0.60916,372.5972,Sag
0.79879,1.3873,0.024633,0.79881,638.7095,Swell
0.60767,1,-0.040587,0.60662,369.632,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61028,1,-0.038793,0.60935,372.8135,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61031,1,-0.038776,0.60938,372.8449,Sag
0.62304,1,-0.031345,0.62257,388.5721,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75852,1.2273,0.014452,0.75876,575.9231,Swell
0.64035,1,-0.023219,0.64025,410.4616,Sag
0.63488,1,-0.025624,0.63468,403.474,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64009,1,-0.023333,0.63998,410.1213,Sag
0.64572,1,-0.020972,0.64571,417.3772,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60455,1,-0.042923,0.60333,365.8475,Sag
0.88255,1.6925,0.044038,0.88189,779.6789,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80595,1.4147,0.026371,0.80592,650.1971,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64229,1,-0.022395,0.64222,412.9543,Sag
0.61272,1,-0.037218,0.61189,375.8017,Sag
0.63792,1,-0.024274,0.63777,407.3428,Sag
0.80208,1.4,0.025435,0.80208,643.9834,Swell
0.75593,1.2166,0.013773,0.75619,572.0082,Swell
0.63362,1,-0.026196,0.63339,401.8743,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61588,1,-0.035302,0.61517,379.6875,Sag
0.83132,1.5095,0.032399,0.8311,691.7789,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64067,1,-0.023082,0.64058,410.8731,Sag
0.86648,1.6361,0.040453,0.86596,751.531,Swell
0.61564,1,-0.035442,0.61493,379.3945,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.87361,1.6613,0.042051,0.87304,763.9635,Swell
0.75448,1.2105,0.013388,0.75474,569.8066,Swell
0.86045,1.6148,0.039094,0.85999,741.1156,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76577,1.2569,0.016339,0.76597,586.9827,Swell
0.76697,1.2618,0.016651,0.76717,588.8335,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63781,1,-0.024322,0.63766,407.2024,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60365,1,-0.043643,0.60238,364.7628,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.88271,1.693,0.044071,0.88205,779.9488,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.85223,1.5854,0.037226,0.85184,727.0145,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.85363,1.5904,0.037547,0.85323,729.4205,Swell
0.61246,1,-0.037385,0.61162,375.4766,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84693,1.5663,0.036015,0.84659,718.0125,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81105,1.434,0.027601,0.81099,658.4612,Swell
0.64262,1,-0.02226,0.64255,413.3684,Sag
0.626,1,-0.029837,0.6256,392.2641,Sag
0.62495,1,-0.030362,0.62453,390.9592,Sag
0.8273,1.4947,0.031457,0.82711,685.1032,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.7677,1.2648,0.016838,0.7679,589.9521,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85673,1.6015,0.03825,0.8563,734.7131,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6267,1,-0.029487,0.62632,393.1456,Sag
0.61029,1,-0.038787,0.60936,372.824,Sag
0.85095,1.5808,0.036936,0.85058,724.8457,Swell
0.62939,1,-0.028175,0.62907,396.5298,Sag
0.76254,1.2438,0.015503,0.76276,582.0486,Swell
0.60651,1,-0.041427,0.6054,368.2247,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77487,1.2936,0.018674,0.77503,601.0261,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6416,1,-0.022689,0.64152,412.0598,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62091,1,-0.032474,0.62037,385.9194,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77854,1.3083,0.019603,0.77868,606.7287,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63274,1,-0.026601,0.63249,400.7554,Sag
0.60983,1,-0.039094,0.60888,372.2622,Sag
0.79409,1.3692,0.023478,0.79414,631.204,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64066,1,-0.023089,0.64056,410.8523,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64042,1,-0.023191,0.64032,410.5453,Sag
0.61772,1,-0.034236,0.61708,381.9657,Sag
0.6428,1,-0.022185,0.64273,413.5993,Sag
0.63906,1,-0.023775,0.63894,408.8067,Sag
0.8531,1.5885,0.037425,0.8527,728.5006,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.88375,1.6967,0.044303,0.88308,781.7961,Swell
0.84378,1.555,0.035291,0.84347,712.6823,Swell
0.87633,1.6708,0.042657,0.87573,768.7233,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.85828,1.607,0.038604,0.85784,737.3895,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.78198,1.3219,0.02047,0.78211,612.1101,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84533,1.5606,0.035647,0.845,715.2999,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.83214,1.5125,0.032593,0.83192,693.1573,Swell
0.64401,1,-0.021676,0.64397,415.1695,Sag
0.88204,1.6907,0.043925,0.88139,778.7812,Swell
0.63766,1,-0.024386,0.63751,407.0164,Sag
0.60983,1,-0.039092,0.60888,372.2655,Sag
0.75617,1.2175,0.013834,0.75642,572.3609,Swell
0.63228,1,-0.026815,0.63202,400.1719,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.79138,1.3587,0.02281,0.79145,626.9063,Swell
0.60525,1,-0.042378,0.60407,366.6938,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61794,1,-0.034115,0.6173,382.2302,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62222,1,-0.031778,0.62172,387.5446,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80923,1.4271,0.027163,0.80918,655.5074,Swell
0.75923,1.2302,0.01464,0.75947,577.0114,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63229,1,-0.02681,0.63203,400.1854,Sag
0.619,1,-0.03352,0.6184,383.5451,Sag
0.60599,1,-0.041818,0.60484,367.5864,Sag
0.85596,1.5988,0.038076,0.85554,733.4006,Swell
0.75363,1.207,0.013163,0.75389,568.5233,Swell
0.64836,1,-0.019906,0.64838,420.7911,Sag
0.61994,1,-0.033001,0.61937,384.7128,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80438,1.4087,0.025993,0.80436,647.6792,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6257,1,-0.029987,0.62529,391.89,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.76036,1.2348,0.014933,0.76059,578.7196,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75767,1.2238,0.014229,0.75791,574.6348,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8813,1.6881,0.04376,0.88065,777.4634,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8797,1.6826,0.043406,0.87907,774.6527,Swell
0.61441,1,-0.036179,0.61365,377.8763,Sag
0.64477,1,-0.021365,0.64473,416.1401,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61688,1,-0.034721,0.61621,380.9192,Sag
0.60603,1,-0.041784,0.60489,367.6425,Sag
0.79017,1.354,0.022512,0.79025,624.9998,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.82047,1.4693,0.029847,0.82034,673.844,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.88145,1.6886,0.043793,0.8808,777.7245,Swell
0.83358,1.5178,0.032927,0.83334,695.5474,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79313,1.3655,0.023242,0.79318,629.6771,Swell
0.6259,1,-0.029885,0.6255,392.1454,Sag
0.60355,1,-0.043728,0.60226,364.6365,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81504,1.449,0.028556,0.81495,664.9607,Swell
0.64864,1,-0.019793,0.64866,421.1572,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6255,1,-0.030088,0.62508,391.6374,Sag
0.80124,1.3967,0.025228,0.80124,642.6201,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8418,1.5477,0.034833,0.84149,709.3282,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84154,1.5468,0.034773,0.84124,708.8936,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.82481,1.4855,0.030873,0.82465,680.9937,Swell
0.83865,1.5363,0.034105,0.83837,704.0334,Swell
0.60982,1,-0.039097,0.60887,372.2564,Sag
0.60516,1,-0.042444,0.60398,366.5897,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80336,1.4048,0.025744,0.80335,646.0272,Swell
0.85511,1.5957,0.037883,0.8547,731.9456,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61065,1,-0.038544,0.60974,373.2724,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61929,1,-0.033361,0.6187,383.9007,Sag
0.62465,1,-0.03052,0.62421,390.5717,Sag
0.80294,1.4032,0.025643,0.80293,645.3591,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84734,1.5678,0.036108,0.84699,718.7018,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77608,1.2985,0.018981,0.77624,602.9033,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64575,1,-0.02096,0.64574,417.4164,Sag
0.64949,1,-0.019455,0.64952,422.2587,Sag
0.603,1,-0.044181,0.60168,363.9768,Sag
0.61213,1,-0.037594,0.61128,375.0722,Sag
0.63219,1,-0.026852,0.63194,400.07,Sag
0.75734,1.2224,0.014144,0.75759,574.1423,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76259,1.244,0.015516,0.76281,582.1246,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75605,1.2171,0.013803,0.7563,572.183,Swell
0.63765,1,-0.02439,0.6375,407.004,Sag
0.60517,1,-0.04244,0.60398,366.5972,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84151,1.5467,0.034768,0.84121,708.8509,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62629,1,-0.029688,0.6259,392.6374,Sag
0.62162,1,-0.032095,0.6211,386.7992,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87167,1.6544,0.041617,0.87111,760.5687,Swell
0.84941,1.5752,0.036582,0.84904,722.2106,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63736,1,-0.024518,0.63721,406.6326,Sag
0.62393,1,-0.030888,0.62347,389.6741,Sag
0.6166,1,-0.03488,0.61592,380.58,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6076,1,-0.040635,0.60655,369.5505,Sag
0.8567,1.6014,0.038244,0.85627,734.6679,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61065,1,-0.038545,0.60974,373.2712,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.7584,1.2268,0.014421,0.75864,575.745,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62289,1,-0.031428,0.6224,388.3749,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78233,1.3233,0.020558,0.78246,612.6597,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.7675,1.264,0.016787,0.7677,589.6457,Swell
0.64448,1,-0.021484,0.64444,415.7686,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75513,1.2132,0.01356,0.75538,570.7868,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63936,1,-0.023645,0.63924,409.1925,Sag
0.63842,1,-0.024055,0.63828,407.9826,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62436,1,-0.030666,0.62392,390.2143,Sag
0.60666,1,-0.041319,0.60555,368.4023,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81268,1.4402,0.027991,0.8126,661.109,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81424,1.446,0.028365,0.81416,663.6544,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63252,1,-0.0267,0.63228,400.4862,Sag
0.65018,1,-0.019183,0.65022,423.152,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60937,1,-0.039407,0.60839,371.6974,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60525,1,-0.042379,0.60407,366.6926,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61656,1,-0.034906,0.61588,380.5241,Sag
0.83603,1.5268,0.033498,0.83578,699.6478,Swell
0.62553,1,-0.030072,0.62512,391.6784,Sag
0.84784,1.5696,0.036223,0.84749,719.5499,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60693,1,-0.041122,0.60584,368.7291,Sag
0.85048,1.5791,0.036827,0.8501,724.0357,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6157,1,-0.035406,0.61499,379.4694,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62686,1,-0.029406,0.62649,393.3501,Sag
0.62983,1,-0.027964,0.62953,397.0859,Sag
0.77941,1.3117,0.019822,0.77955,608.0859,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6274,1,-0.029143,0.62703,394.0201,Sag
0.80948,1.4281,0.027223,0.80943,655.914,Swell
0.61204,1,-0.03765,0.61118,374.9648,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81266,1.4401,0.027987,0.81259,661.0792,Swell
0.86318,1.6245,0.039711,0.8627,745.8283,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62862,1,-0.028546,0.62829,395.5584,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80302,1.4036,0.025663,0.80302,645.4933,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62105,1,-0.032399,0.62052,386.0914,Sag
0.64503,1,-0.021256,0.645,416.4835,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61674,1,-0.034801,0.61606,380.7472,Sag
0.7891,1.3498,0.022247,0.78918,623.3073,Swell
0.8623,1.6213,0.039512,0.86182,744.302,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61714,1,-0.034571,0.61648,381.2403,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62749,1,-0.029095,0.62713,394.1432,Sag
0.64364,1,-0.02183,0.6436,414.6917,Sag
0.60684,1,-0.041183,0.60575,368.6274,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75203,1.2003,0.012739,0.7523,566.1157,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8635,1.6256,0.039782,0.86301,746.3709,Swell
0.60783,1,-0.040473,0.60678,369.8269,Sag
0.80588,1.4144,0.026356,0.80585,650.0975,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63719,1,-0.024593,0.63703,406.4152,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.626,1,-0.029835,0.6256,392.2699,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61849,1,-0.033806,0.61787,382.91,Sag
0.76602,1.258,0.016406,0.76623,587.3773,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6224,1,-0.031684,0.6219,387.766,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.76547,1.2557,0.016263,0.76568,586.5309,Swell
0.86061,1.6153,0.039131,0.86015,741.3948,Swell
